timestamp,zone,occupancy,ambient_temp,equipment_power,cooling_need
2025-01-05 12:00:00,Lab A,8,26.72,1.61,4.93
2025-01-05 12:00:00,Lab B,15,24.95,2.1,5.37
2025-01-05 12:00:00,Clean Room,14,24.85,3.6,6.7
2025-01-05 12:00:00,Office 1,2,26.95,0.58,3.3
2025-01-05 13:00:00,Lab A,15,23.27,1.91,4.35
2025-01-05 13:00:00,Lab B,15,23.53,1.7,4.26
2025-01-05 13:00:00,Clean Room,9,25.68,3.14,6.06
2025-01-05 13:00:00,Office 1,9,25.54,1.59,4.44
2025-01-05 14:00:00,Lab A,16,25.36,2.15,5.75
2025-01-05 14:00:00,Lab B,18,23.81,2.31,5.38
2025-01-05 14:00:00,Clean Room,8,24.38,2.66,4.81
2025-01-05 14:00:00,Office 1,4,24.48,0.8,2.52
2025-01-05 15:00:00,Lab A,9,24.27,1.38,3.6
2025-01-05 15:00:00,Lab B,16,23.73,1.92,4.7
2025-01-05 15:00:00,Clean Room,13,23.67,3.39,5.79
2025-01-05 15:00:00,Office 1,4,21.99,1.0,1.48
2025-01-05 16:00:00,Lab A,8,24.59,1.27,3.53
2025-01-05 16:00:00,Lab B,9,21.77,1.5,2.58
2025-01-05 16:00:00,Clean Room,10,22.78,2.87,4.46
2025-01-05 16:00:00,Office 1,3,22.31,0.84,1.36
2025-01-05 17:00:00,Lab A,6,21.19,1.09,1.81
2025-01-05 17:00:00,Lab B,12,22.26,1.76,3.33
2025-01-05 17:00:00,Clean Room,13,20.89,3.36,4.92
2025-01-05 17:00:00,Office 1,4,22.4,1.14,1.82
2025-01-05 18:00:00,Lab A,18,20.84,2.66,4.82
2025-01-05 18:00:00,Lab B,13,21.01,1.75,3.31
2025-01-05 18:00:00,Clean Room,15,19.74,3.4,5.2
2025-01-05 18:00:00,Office 1,7,19.76,1.39,2.23
2025-01-05 19:00:00,Lab A,1,18.59,0.75,0.87
2025-01-05 19:00:00,Lab B,2,19.43,0.83,1.07
2025-01-05 19:00:00,Clean Room,1,18.39,2.29,2.41
2025-01-05 19:00:00,Office 1,2,18.53,0.7,0.94
2025-01-05 20:00:00,Lab A,2,18.84,1.02,1.26
2025-01-05 20:00:00,Lab B,0,16.61,0.81,0.81
2025-01-05 20:00:00,Clean Room,2,18.56,2.65,2.89
2025-01-05 20:00:00,Office 1,1,19.14,0.8,0.92
2025-01-05 21:00:00,Lab A,0,16.47,0.82,0.82
2025-01-05 21:00:00,Lab B,1,16.52,0.83,0.95
2025-01-05 21:00:00,Clean Room,2,14.83,2.23,2.47
2025-01-05 21:00:00,Office 1,1,17.49,0.16,0.28
2025-01-05 22:00:00,Lab A,2,15.42,0.78,1.02
2025-01-05 22:00:00,Lab B,0,14.45,0.4,0.4
2025-01-05 22:00:00,Clean Room,0,14.92,1.94,1.94
2025-01-05 22:00:00,Office 1,1,16.13,1.07,1.19
2025-01-05 23:00:00,Lab A,2,16.14,0.58,0.82
2025-01-05 23:00:00,Lab B,1,14.34,0.63,0.75
2025-01-05 23:00:00,Clean Room,1,14.18,2.29,2.41
2025-01-05 23:00:00,Office 1,2,15.04,0.67,0.91
2025-01-06 00:00:00,Lab A,2,15.33,0.78,1.02
2025-01-06 00:00:00,Lab B,1,14.4,0.66,0.78
2025-01-06 00:00:00,Clean Room,1,14.18,2.07,2.19
2025-01-06 00:00:00,Office 1,1,14.42,0.61,0.73
2025-01-06 01:00:00,Lab A,0,15.42,0.95,0.95
2025-01-06 01:00:00,Lab B,1,15.75,0.83,0.95
2025-01-06 01:00:00,Clean Room,0,15.91,1.95,1.95
2025-01-06 01:00:00,Office 1,1,15.92,0.46,0.58
2025-01-06 02:00:00,Lab A,2,16.36,0.79,1.03
2025-01-06 02:00:00,Lab B,1,15.0,0.66,0.78
2025-01-06 02:00:00,Clean Room,2,17.89,1.95,2.19
2025-01-06 02:00:00,Office 1,0,16.17,0.43,0.43
2025-01-06 03:00:00,Lab A,0,16.28,0.47,0.47
2025-01-06 03:00:00,Lab B,2,17.69,1.02,1.26
2025-01-06 03:00:00,Clean Room,0,15.91,1.73,1.73
2025-01-06 03:00:00,Office 1,1,17.13,0.29,0.41
2025-01-06 04:00:00,Lab A,2,16.06,0.32,0.56
2025-01-06 04:00:00,Lab B,1,18.54,0.5,0.62
2025-01-06 04:00:00,Clean Room,0,18.18,1.95,1.95
2025-01-06 04:00:00,Office 1,0,16.4,0.36,0.36
2025-01-06 05:00:00,Lab A,1,17.68,1.02,1.14
2025-01-06 05:00:00,Lab B,0,18.18,0.54,0.54
2025-01-06 05:00:00,Clean Room,2,19.34,1.89,2.13
2025-01-06 05:00:00,Office 1,2,16.71,0.77,1.01
2025-01-06 06:00:00,Lab A,2,18.5,0.43,0.67
2025-01-06 06:00:00,Lab B,1,19.74,0.95,1.07
2025-01-06 06:00:00,Clean Room,0,20.56,2.02,2.02
2025-01-06 06:00:00,Office 1,2,21.31,0.84,1.08
2025-01-06 07:00:00,Lab A,0,20.38,0.52,0.52
2025-01-06 07:00:00,Lab B,2,18.96,0.6,0.84
2025-01-06 07:00:00,Clean Room,0,20.2,1.94,1.94
2025-01-06 07:00:00,Office 1,0,22.16,0.65,0.73
2025-01-06 08:00:00,Lab A,1,22.58,0.85,1.25
2025-01-06 08:00:00,Lab B,0,23.31,0.36,1.02
2025-01-06 08:00:00,Clean Room,1,22.66,2.59,3.04
2025-01-06 08:00:00,Office 1,0,21.82,0.27,0.27
2025-01-06 09:00:00,Lab A,8,21.7,1.4,2.36
2025-01-06 09:00:00,Lab B,6,23.73,1.08,2.67
2025-01-06 09:00:00,Clean Room,15,24.37,3.51,6.49
2025-01-06 09:00:00,Office 1,5,25.23,1.38,3.59
2025-01-06 10:00:00,Lab A,7,24.41,1.18,3.23
2025-01-06 10:00:00,Lab B,18,24.7,2.7,6.21
2025-01-06 10:00:00,Clean Room,8,24.9,2.92,5.33
2025-01-06 10:00:00,Office 1,4,23.78,1.1,2.47
2025-01-06 11:00:00,Lab A,6,25.37,0.92,3.32
2025-01-06 11:00:00,Lab B,14,24.92,2.01,5.15
2025-01-06 11:00:00,Clean Room,10,24.6,3.04,5.54
2025-01-06 11:00:00,Office 1,2,25.74,0.38,2.49
2025-01-06 12:00:00,Lab A,17,26.39,2.31,6.55
2025-01-06 12:00:00,Lab B,10,25.29,1.48,4.32
2025-01-06 12:00:00,Clean Room,12,24.63,3.0,5.76
2025-01-06 12:00:00,Office 1,8,25.95,0.62,3.56
2025-01-06 13:00:00,Lab A,16,24.89,2.21,5.57
2025-01-06 13:00:00,Lab B,6,24.89,0.7,2.87
2025-01-06 13:00:00,Clean Room,17,25.56,3.61,7.43
2025-01-06 13:00:00,Office 1,8,24.88,1.25,3.65
2025-01-06 14:00:00,Lab A,6,24.12,1.4,3.18
2025-01-06 14:00:00,Lab B,19,25.97,2.38,6.64
2025-01-06 14:00:00,Clean Room,13,23.77,3.22,5.66
2025-01-06 14:00:00,Office 1,8,23.62,1.47,3.24
2025-01-06 15:00:00,Lab A,8,23.15,1.33,2.87
2025-01-06 15:00:00,Lab B,9,22.26,1.53,2.74
2025-01-06 15:00:00,Clean Room,8,22.0,2.98,3.94
2025-01-06 15:00:00,Office 1,3,24.49,0.89,2.49
2025-01-06 16:00:00,Lab A,11,21.13,1.56,2.88
2025-01-06 16:00:00,Lab B,11,20.56,2.14,3.46
2025-01-06 16:00:00,Clean Room,18,23.38,3.95,6.8
2025-01-06 16:00:00,Office 1,6,21.93,1.02,1.74
2025-01-06 17:00:00,Lab A,11,20.75,1.68,3.0
2025-01-06 17:00:00,Lab B,14,19.76,2.11,3.79
2025-01-06 17:00:00,Clean Room,16,20.3,3.59,5.51
2025-01-06 17:00:00,Office 1,9,21.28,1.84,2.92
2025-01-06 18:00:00,Lab A,8,19.97,1.11,2.07
2025-01-06 18:00:00,Lab B,6,19.61,1.21,1.93
2025-01-06 18:00:00,Clean Room,8,17.7,2.71,3.67
2025-01-06 18:00:00,Office 1,3,19.69,1.01,1.37
2025-01-06 19:00:00,Lab A,0,18.04,0.71,0.71
2025-01-06 19:00:00,Lab B,0,19.03,0.47,0.47
2025-01-06 19:00:00,Clean Room,2,18.69,2.46,2.7
2025-01-06 19:00:00,Office 1,0,17.2,0.44,0.44
2025-01-06 20:00:00,Lab A,2,17.53,0.55,0.79
2025-01-06 20:00:00,Lab B,0,16.9,0.48,0.48
2025-01-06 20:00:00,Clean Room,2,18.29,2.45,2.69
2025-01-06 20:00:00,Office 1,2,16.15,0.51,0.75
2025-01-06 21:00:00,Lab A,1,15.85,0.84,0.96
2025-01-06 21:00:00,Lab B,1,16.75,0.46,0.58
2025-01-06 21:00:00,Clean Room,1,17.07,2.36,2.48
2025-01-06 21:00:00,Office 1,0,15.6,0.32,0.32
2025-01-06 22:00:00,Lab A,1,16.13,1.03,1.15
2025-01-06 22:00:00,Lab B,2,15.36,0.84,1.08
2025-01-06 22:00:00,Clean Room,0,15.73,2.05,2.05
2025-01-06 22:00:00,Office 1,1,15.71,0.77,0.89
2025-01-06 23:00:00,Lab A,1,14.81,0.43,0.55
2025-01-06 23:00:00,Lab B,2,14.58,0.44,0.68
2025-01-06 23:00:00,Clean Room,1,13.0,2.29,2.41
2025-01-06 23:00:00,Office 1,1,14.95,0.54,0.66
2025-01-07 00:00:00,Lab A,2,13.79,0.93,1.17
2025-01-07 00:00:00,Lab B,0,15.84,0.34,0.34
2025-01-07 00:00:00,Clean Room,2,13.71,2.25,2.49
2025-01-07 00:00:00,Office 1,0,16.12,0.34,0.34
2025-01-07 01:00:00,Lab A,2,15.08,0.68,0.92
2025-01-07 01:00:00,Lab B,0,13.97,0.49,0.49
2025-01-07 01:00:00,Clean Room,0,16.65,1.9,1.9
2025-01-07 01:00:00,Office 1,2,13.27,0.72,0.96
2025-01-07 02:00:00,Lab A,0,16.67,0.54,0.54
2025-01-07 02:00:00,Lab B,0,15.53,0.26,0.26
2025-01-07 02:00:00,Clean Room,2,16.21,2.27,2.51
2025-01-07 02:00:00,Office 1,2,16.96,0.62,0.86
2025-01-07 03:00:00,Lab A,1,17.56,0.43,0.55
2025-01-07 03:00:00,Lab B,0,15.27,0.59,0.59
2025-01-07 03:00:00,Clean Room,1,17.15,1.66,1.78
2025-01-07 03:00:00,Office 1,0,16.7,0.55,0.55
2025-01-07 04:00:00,Lab A,2,18.27,0.92,1.16
2025-01-07 04:00:00,Lab B,2,17.39,0.94,1.18
2025-01-07 04:00:00,Clean Room,1,19.23,2.02,2.14
2025-01-07 04:00:00,Office 1,0,15.8,0.79,0.79
2025-01-07 05:00:00,Lab A,0,18.29,0.26,0.26
2025-01-07 05:00:00,Lab B,1,18.15,1.11,1.23
2025-01-07 05:00:00,Clean Room,1,18.17,2.16,2.28
2025-01-07 05:00:00,Office 1,1,20.57,0.98,1.1
2025-01-07 06:00:00,Lab A,2,22.51,0.63,1.13
2025-01-07 06:00:00,Lab B,0,20.78,0.39,0.39
2025-01-07 06:00:00,Clean Room,0,19.01,2.08,2.08
2025-01-07 06:00:00,Office 1,2,20.55,0.6,0.84
2025-01-07 07:00:00,Lab A,2,20.15,0.66,0.9
2025-01-07 07:00:00,Lab B,2,20.42,0.86,1.1
2025-01-07 07:00:00,Clean Room,2,21.77,1.93,2.17
2025-01-07 07:00:00,Office 1,1,22.07,0.78,0.93
2025-01-07 08:00:00,Lab A,2,21.48,1.07,1.31
2025-01-07 08:00:00,Lab B,1,22.27,0.41,0.66
2025-01-07 08:00:00,Clean Room,1,23.35,2.28,3.07
2025-01-07 08:00:00,Office 1,0,21.25,0.57,0.57
2025-01-07 09:00:00,Lab A,10,24.25,1.84,4.16
2025-01-07 09:00:00,Lab B,17,23.68,1.85,4.72
2025-01-07 09:00:00,Clean Room,9,23.12,3.01,4.65
2025-01-07 09:00:00,Office 1,2,23.17,0.78,1.6
2025-01-07 10:00:00,Lab A,8,25.02,1.28,3.75
2025-01-07 10:00:00,Lab B,5,24.3,1.35,3.11
2025-01-07 10:00:00,Clean Room,8,24.06,2.6,4.59
2025-01-07 10:00:00,Office 1,7,24.68,1.22,3.41
2025-01-07 11:00:00,Lab A,14,25.72,1.76,5.3
2025-01-07 11:00:00,Lab B,14,25.74,1.74,5.29
2025-01-07 11:00:00,Clean Room,13,24.35,3.44,6.18
2025-01-07 11:00:00,Office 1,5,24.3,1.0,2.75
2025-01-07 12:00:00,Lab A,9,26.05,1.81,4.91
2025-01-07 12:00:00,Lab B,11,22.58,1.78,3.38
2025-01-07 12:00:00,Clean Room,12,24.85,3.15,6.02
2025-01-07 12:00:00,Office 1,9,23.94,1.43,3.48
2025-01-07 13:00:00,Lab A,13,23.27,1.69,3.89
2025-01-07 13:00:00,Lab B,9,25.24,1.4,4.1
2025-01-07 13:00:00,Clean Room,12,23.72,3.31,5.61
2025-01-07 13:00:00,Office 1,6,23.56,0.89,2.39
2025-01-07 14:00:00,Lab A,13,22.71,2.03,3.95
2025-01-07 14:00:00,Lab B,10,23.51,1.47,3.42
2025-01-07 14:00:00,Clean Room,17,25.35,4.23,7.95
2025-01-07 14:00:00,Office 1,4,23.84,0.62,2.02
2025-01-07 15:00:00,Lab A,5,23.71,0.93,2.38
2025-01-07 15:00:00,Lab B,6,22.2,1.21,2.03
2025-01-07 15:00:00,Clean Room,6,22.27,2.59,3.44
2025-01-07 15:00:00,Office 1,3,22.41,0.93,1.5
2025-01-07 16:00:00,Lab A,17,20.14,2.0,4.04
2025-01-07 16:00:00,Lab B,19,21.66,2.6,4.88
2025-01-07 16:00:00,Clean Room,14,23.9,3.41,6.04
2025-01-07 16:00:00,Office 1,6,20.37,1.09,1.81
2025-01-07 17:00:00,Lab A,18,20.81,2.11,4.27
2025-01-07 17:00:00,Lab B,8,21.65,1.13,2.09
2025-01-07 17:00:00,Clean Room,13,20.93,3.4,4.96
2025-01-07 17:00:00,Office 1,2,22.88,0.78,1.45
2025-01-07 18:00:00,Lab A,5,20.88,0.98,1.58
2025-01-07 18:00:00,Lab B,11,21.26,1.51,2.83
2025-01-07 18:00:00,Clean Room,6,21.04,2.7,3.42
2025-01-07 18:00:00,Office 1,4,19.87,0.72,1.2
2025-01-07 19:00:00,Lab A,0,18.82,0.21,0.21
2025-01-07 19:00:00,Lab B,2,20.58,0.92,1.16
2025-01-07 19:00:00,Clean Room,1,17.56,2.21,2.33
2025-01-07 19:00:00,Office 1,1,17.49,0.62,0.74
2025-01-07 20:00:00,Lab A,2,16.86,0.91,1.15
2025-01-07 20:00:00,Lab B,2,18.29,0.65,0.89
2025-01-07 20:00:00,Clean Room,0,16.95,1.9,1.9
2025-01-07 20:00:00,Office 1,0,18.28,0.61,0.61
2025-01-07 21:00:00,Lab A,1,18.53,0.39,0.51
2025-01-07 21:00:00,Lab B,0,15.61,0.73,0.73
2025-01-07 21:00:00,Clean Room,0,16.73,1.99,1.99
2025-01-07 21:00:00,Office 1,1,15.54,0.83,0.95
2025-01-07 22:00:00,Lab A,2,16.06,0.55,0.79
2025-01-07 22:00:00,Lab B,1,17.46,0.64,0.76
2025-01-07 22:00:00,Clean Room,2,15.15,1.95,2.19
2025-01-07 22:00:00,Office 1,1,16.01,0.54,0.66
2025-01-07 23:00:00,Lab A,0,16.98,0.57,0.57
2025-01-07 23:00:00,Lab B,0,16.49,0.48,0.48
2025-01-07 23:00:00,Clean Room,2,15.08,1.75,1.99
2025-01-07 23:00:00,Office 1,0,15.24,0.71,0.71
2025-01-08 00:00:00,Lab A,1,14.4,0.93,1.05
2025-01-08 00:00:00,Lab B,1,14.34,0.19,0.31
2025-01-08 00:00:00,Clean Room,1,13.86,2.5,2.62
2025-01-08 00:00:00,Office 1,1,15.8,0.72,0.84
2025-01-08 01:00:00,Lab A,0,15.21,0.53,0.53
2025-01-08 01:00:00,Lab B,2,13.99,0.94,1.18
2025-01-08 01:00:00,Clean Room,0,15.45,1.95,1.95
2025-01-08 01:00:00,Office 1,2,14.66,0.86,1.1
2025-01-08 02:00:00,Lab A,2,16.54,0.62,0.86
2025-01-08 02:00:00,Lab B,2,14.67,0.56,0.8
2025-01-08 02:00:00,Clean Room,1,15.17,2.39,2.51
2025-01-08 02:00:00,Office 1,0,15.47,0.56,0.56
2025-01-08 03:00:00,Lab A,1,17.1,0.82,0.94
2025-01-08 03:00:00,Lab B,2,17.32,0.77,1.01
2025-01-08 03:00:00,Clean Room,1,15.5,2.13,2.25
2025-01-08 03:00:00,Office 1,1,17.57,0.58,0.7
2025-01-08 04:00:00,Lab A,1,17.75,0.59,0.71
2025-01-08 04:00:00,Lab B,1,17.12,0.6,0.72
2025-01-08 04:00:00,Clean Room,0,17.28,2.08,2.08
2025-01-08 04:00:00,Office 1,1,18.01,0.55,0.67
2025-01-08 05:00:00,Lab A,0,19.55,0.6,0.6
2025-01-08 05:00:00,Lab B,2,19.59,0.59,0.83
2025-01-08 05:00:00,Clean Room,0,19.07,2.37,2.37
2025-01-08 05:00:00,Office 1,2,16.82,0.64,0.88
2025-01-08 06:00:00,Lab A,2,20.66,1.01,1.25
2025-01-08 06:00:00,Lab B,0,20.95,0.84,0.84
2025-01-08 06:00:00,Clean Room,1,21.24,2.12,2.24
2025-01-08 06:00:00,Office 1,1,18.37,0.5,0.62
2025-01-08 07:00:00,Lab A,0,21.36,0.73,0.73
2025-01-08 07:00:00,Lab B,0,20.49,0.36,0.36
2025-01-08 07:00:00,Clean Room,0,21.48,2.34,2.34
2025-01-08 07:00:00,Office 1,0,22.27,0.6,0.73
2025-01-08 08:00:00,Lab A,2,21.38,0.68,0.92
2025-01-08 08:00:00,Lab B,0,22.36,0.69,0.87
2025-01-08 08:00:00,Clean Room,0,23.72,2.35,3.21
2025-01-08 08:00:00,Office 1,1,23.9,0.82,1.89
2025-01-08 09:00:00,Lab A,15,22.64,1.81,3.93
2025-01-08 09:00:00,Lab B,11,23.58,1.94,4.05
2025-01-08 09:00:00,Clean Room,6,24.44,2.56,4.5
2025-01-08 09:00:00,Office 1,3,23.1,0.36,1.27
2025-01-08 10:00:00,Lab A,14,24.13,1.96,4.71
2025-01-08 10:00:00,Lab B,7,22.92,1.18,2.49
2025-01-08 10:00:00,Clean Room,5,23.04,1.97,3.09
2025-01-08 10:00:00,Office 1,7,24.13,1.2,3.1
2025-01-08 11:00:00,Lab A,11,24.34,1.76,4.25
2025-01-08 11:00:00,Lab B,18,25.15,2.57,6.3
2025-01-08 11:00:00,Clean Room,13,24.32,3.28,6.0
2025-01-08 11:00:00,Office 1,2,24.05,0.66,1.93
2025-01-08 12:00:00,Lab A,15,25.13,2.27,5.63
2025-01-08 12:00:00,Lab B,17,26.08,2.2,6.28
2025-01-08 12:00:00,Clean Room,15,24.71,3.52,6.68
2025-01-08 12:00:00,Office 1,2,24.6,0.57,2.11
2025-01-08 13:00:00,Lab A,12,26.31,1.56,5.15
2025-01-08 13:00:00,Lab B,16,25.1,2.2,5.67
2025-01-08 13:00:00,Clean Room,14,23.63,3.61,6.1
2025-01-08 13:00:00,Office 1,3,24.97,0.68,2.52
2025-01-08 14:00:00,Lab A,5,25.15,0.76,2.93
2025-01-08 14:00:00,Lab B,7,22.18,1.06,1.99
2025-01-08 14:00:00,Clean Room,5,25.46,2.94,5.27
2025-01-08 14:00:00,Office 1,8,24.84,1.27,3.65
2025-01-08 15:00:00,Lab A,7,24.87,1.47,3.74
2025-01-08 15:00:00,Lab B,6,23.44,1.1,2.54
2025-01-08 15:00:00,Clean Room,10,23.23,2.94,4.75
2025-01-08 15:00:00,Office 1,9,23.59,1.25,3.13
2025-01-08 16:00:00,Lab A,16,23.06,2.28,4.73
2025-01-08 16:00:00,Lab B,17,22.37,1.82,4.05
2025-01-08 16:00:00,Clean Room,18,23.3,3.76,6.57
2025-01-08 16:00:00,Office 1,8,20.54,1.45,2.41
2025-01-08 17:00:00,Lab A,8,22.34,1.23,2.36
2025-01-08 17:00:00,Lab B,9,20.1,1.58,2.66
2025-01-08 17:00:00,Clean Room,16,21.56,3.81,5.73
2025-01-08 17:00:00,Office 1,5,21.82,1.1,1.7
2025-01-08 18:00:00,Lab A,11,21.5,1.69,3.01
2025-01-08 18:00:00,Lab B,14,20.79,1.55,3.23
2025-01-08 18:00:00,Clean Room,16,19.73,3.59,5.51
2025-01-08 18:00:00,Office 1,9,19.01,1.7,2.78
2025-01-08 19:00:00,Lab A,0,19.15,0.29,0.29
2025-01-08 19:00:00,Lab B,2,18.4,0.86,1.1
2025-01-08 19:00:00,Clean Room,2,18.76,2.17,2.41
2025-01-08 19:00:00,Office 1,1,18.14,0.56,0.68
2025-01-08 20:00:00,Lab A,0,16.63,0.54,0.54
2025-01-08 20:00:00,Lab B,1,18.72,0.62,0.74
2025-01-08 20:00:00,Clean Room,0,19.39,1.91,1.91
2025-01-08 20:00:00,Office 1,0,17.53,0.58,0.58
2025-01-08 21:00:00,Lab A,1,16.03,0.58,0.7
2025-01-08 21:00:00,Lab B,2,16.32,0.85,1.09
2025-01-08 21:00:00,Clean Room,0,14.66,1.93,1.93
2025-01-08 21:00:00,Office 1,0,16.05,0.71,0.71
2025-01-08 22:00:00,Lab A,1,13.05,0.36,0.48
2025-01-08 22:00:00,Lab B,1,14.13,0.3,0.42
2025-01-08 22:00:00,Clean Room,0,14.48,2.03,2.03
2025-01-08 22:00:00,Office 1,0,14.4,0.52,0.52
2025-01-08 23:00:00,Lab A,1,14.95,0.85,0.97
2025-01-08 23:00:00,Lab B,1,15.71,0.77,0.89
2025-01-08 23:00:00,Clean Room,0,15.0,1.91,1.91
2025-01-08 23:00:00,Office 1,2,15.23,0.8,1.04
2025-01-09 00:00:00,Lab A,0,15.29,0.26,0.26
2025-01-09 00:00:00,Lab B,2,17.07,0.52,0.76
2025-01-09 00:00:00,Clean Room,2,15.63,2.07,2.31
2025-01-09 00:00:00,Office 1,0,15.29,0.68,0.68
2025-01-09 01:00:00,Lab A,2,14.98,0.99,1.23
2025-01-09 01:00:00,Lab B,0,14.71,0.48,0.48
2025-01-09 01:00:00,Clean Room,2,15.69,2.25,2.49
2025-01-09 01:00:00,Office 1,1,15.44,0.95,1.07
2025-01-09 02:00:00,Lab A,0,15.98,0.42,0.42
2025-01-09 02:00:00,Lab B,1,15.0,0.77,0.89
2025-01-09 02:00:00,Clean Room,1,15.69,2.23,2.35
2025-01-09 02:00:00,Office 1,1,13.9,0.85,0.97
2025-01-09 03:00:00,Lab A,2,19.14,0.89,1.13
2025-01-09 03:00:00,Lab B,0,16.7,0.02,0.02
2025-01-09 03:00:00,Clean Room,0,17.83,1.83,1.83
2025-01-09 03:00:00,Office 1,2,16.41,0.76,1.0
2025-01-09 04:00:00,Lab A,2,19.02,1.04,1.28
2025-01-09 04:00:00,Lab B,2,18.67,0.66,0.9
2025-01-09 04:00:00,Clean Room,0,16.4,1.83,1.83
2025-01-09 04:00:00,Office 1,2,19.83,0.74,0.98
2025-01-09 05:00:00,Lab A,1,19.59,0.76,0.88
2025-01-09 05:00:00,Lab B,1,19.83,0.79,0.91
2025-01-09 05:00:00,Clean Room,0,20.95,2.09,2.09
2025-01-09 05:00:00,Office 1,2,19.85,0.59,0.83
2025-01-09 06:00:00,Lab A,2,20.95,0.8,1.04
2025-01-09 06:00:00,Lab B,2,21.21,0.41,0.65
2025-01-09 06:00:00,Clean Room,0,20.42,1.88,1.88
2025-01-09 06:00:00,Office 1,0,20.47,0.6,0.6
2025-01-09 07:00:00,Lab A,2,21.65,0.91,1.15
2025-01-09 07:00:00,Lab B,1,20.47,0.6,0.72
2025-01-09 07:00:00,Clean Room,0,23.4,2.16,2.86
2025-01-09 07:00:00,Office 1,1,21.32,0.72,0.84
2025-01-09 08:00:00,Lab A,1,22.5,0.44,0.81
2025-01-09 08:00:00,Lab B,1,22.36,0.28,0.58
2025-01-09 08:00:00,Clean Room,2,22.34,2.06,2.47
2025-01-09 08:00:00,Office 1,2,22.93,0.63,1.34
2025-01-09 09:00:00,Lab A,17,24.37,2.16,5.38
2025-01-09 09:00:00,Lab B,5,24.69,1.06,3.0
2025-01-09 09:00:00,Clean Room,9,23.61,2.9,4.79
2025-01-09 09:00:00,Office 1,2,23.13,0.42,1.23
2025-01-09 10:00:00,Lab A,14,21.31,1.94,3.62
2025-01-09 10:00:00,Lab B,8,24.55,1.56,3.79
2025-01-09 10:00:00,Clean Room,16,23.22,3.76,6.29
2025-01-09 10:00:00,Office 1,8,23.56,1.09,2.83
2025-01-09 11:00:00,Lab A,17,25.89,2.75,6.74
2025-01-09 11:00:00,Lab B,16,25.06,2.19,5.63
2025-01-09 11:00:00,Clean Room,6,23.0,2.59,3.81
2025-01-09 11:00:00,Office 1,2,25.39,0.86,2.8
2025-01-09 12:00:00,Lab A,19,24.18,2.62,5.99
2025-01-09 12:00:00,Lab B,6,25.56,0.98,3.48
2025-01-09 12:00:00,Clean Room,11,25.96,2.89,6.19
2025-01-09 12:00:00,Office 1,7,24.03,1.69,3.54
2025-01-09 13:00:00,Lab A,17,25.65,2.03,5.89
2025-01-09 13:00:00,Lab B,6,25.01,0.89,3.12
2025-01-09 13:00:00,Clean Room,19,25.86,3.77,7.98
2025-01-09 13:00:00,Office 1,7,24.72,1.33,3.53
2025-01-09 14:00:00,Lab A,9,24.72,1.38,3.82
2025-01-09 14:00:00,Lab B,13,25.07,1.82,4.92
2025-01-09 14:00:00,Clean Room,17,24.85,3.54,7.0
2025-01-09 14:00:00,Office 1,4,23.75,0.73,2.09
2025-01-09 15:00:00,Lab A,18,23.62,2.34,5.31
2025-01-09 15:00:00,Lab B,7,23.35,0.85,2.37
2025-01-09 15:00:00,Clean Room,9,23.1,2.93,4.56
2025-01-09 15:00:00,Office 1,9,21.11,1.39,2.47
2025-01-09 16:00:00,Lab A,6,21.06,0.64,1.36
2025-01-09 16:00:00,Lab B,13,23.77,1.93,4.37
2025-01-09 16:00:00,Clean Room,19,23.74,3.84,6.98
2025-01-09 16:00:00,Office 1,7,21.67,1.48,2.32
2025-01-09 17:00:00,Lab A,5,22.33,0.98,1.75
2025-01-09 17:00:00,Lab B,17,21.94,2.35,4.39
2025-01-09 17:00:00,Clean Room,11,20.55,3.02,4.34
2025-01-09 17:00:00,Office 1,7,21.67,1.08,1.92
2025-01-09 18:00:00,Lab A,12,18.81,2.03,3.47
2025-01-09 18:00:00,Lab B,9,22.47,1.2,2.52
2025-01-09 18:00:00,Clean Room,13,19.12,3.02,4.58
2025-01-09 18:00:00,Office 1,6,20.51,1.22,1.94
2025-01-09 19:00:00,Lab A,1,19.45,0.5,0.62
2025-01-09 19:00:00,Lab B,1,19.0,0.56,0.68
2025-01-09 19:00:00,Clean Room,2,18.49,1.67,1.91
2025-01-09 19:00:00,Office 1,0,19.36,0.44,0.44
2025-01-09 20:00:00,Lab A,1,18.04,0.59,0.71
2025-01-09 20:00:00,Lab B,2,16.32,0.92,1.16
2025-01-09 20:00:00,Clean Room,2,17.06,2.13,2.37
2025-01-09 20:00:00,Office 1,2,16.74,0.73,0.97
2025-01-09 21:00:00,Lab A,1,16.23,0.64,0.76
2025-01-09 21:00:00,Lab B,0,14.58,0.35,0.35
2025-01-09 21:00:00,Clean Room,0,16.57,2.31,2.31
2025-01-09 21:00:00,Office 1,2,17.45,0.43,0.67
2025-01-09 22:00:00,Lab A,2,16.03,0.85,1.09
2025-01-09 22:00:00,Lab B,0,16.04,0.73,0.73
2025-01-09 22:00:00,Clean Room,2,14.07,2.03,2.27
2025-01-09 22:00:00,Office 1,1,15.98,0.63,0.75
2025-01-09 23:00:00,Lab A,2,16.84,0.68,0.92
2025-01-09 23:00:00,Lab B,0,16.02,0.85,0.85
2025-01-09 23:00:00,Clean Room,1,15.36,1.78,1.9
2025-01-09 23:00:00,Office 1,1,16.01,1.0,1.12
2025-01-10 00:00:00,Lab A,2,13.74,0.58,0.82
